Слово,Слово с делением на морфемы,Орфоэпическая транскрипция,Реальное произнесение,Количество словоупотреблений,Файлы
помидора,*помидор/а,* p a2 m' i1 d o0 r / a4,* p a2 m' i1 t o0 r / a4,1,ata0697
помидора,*помидор/а,* p a2 m' i1 d o0 r / a4,* p y1 m' i1 d o0 r / a4,1,kta0697
помидоры,*помидор/ы,* p a2 m' i1 d o0 r / y4,* p a2 m' i1 d o0 r / y4,2,"ata0457,mta0457"
помидоры,*помидор/ы,* p a2 m' i1 d o0 r / y4,* p o1 m' i1 d o0 r / y4,1,ata0542
помидоры,*помидор/ы,* p a2 m' i1 d o0 r / y4,* p u1 m' i1 d o0 r / y4,1,ata0711
помидоры,*помидор/ы,* p a2 m' i1 d o0 r / y4,* p y1 m' i1 d o0 r / y4,10,"cta0457,cta0542,cta0711,gta0457,kta0542,kta0711,kta0457,ota0457,sta0457,uta0457"
помину,*помин/у,* p a1 m' i0 n / u4,* p a1 m' i0 n / u4,8,"cta0255,gta0255,kta0255,ota0255,sta0255,uta0255,ata0255,mta0255"
помни,*помн+и,* p o0 m n' + i4,* p o0 m n' + i4,8,"ctb0415,gtb0415,ktb0415,otb0415,stb0415,utb0415,atb0415,mtb0415"
помнил,*помн+и+л,* p o0 m n' + i4 + l,* p o0 m n' + e4 + l,2,"ata0754,ata0755"
помнил,*помн+и+л,* p o0 m n' + i4 + l,* p o0 m n' + i4 + l,14,"cta0607,cta0624,cta0754,cta0755,cta1044,cta1151,kta0607,kta0624,kta0754,kta0755,kta1044,ata0607,ata0624,ata1044"
помним,*помн/им,* p o0 m n' / i4 m,* p o0 m n' / e4 m,2,"ktb0586,utb0586"
помним,*помн/им,* p o0 m n' / i4 m,* p o0 m n' / i4 m,14,"ctb0584,ctb0586,gtb0584,gtb0586,ktb0584,otb0584,otb0586,stb0584,stb0586,utb0584,atb0584,atb0586,mtb0584,mtb0586"
помнит,*помн/ит,* p o0 m n' / i4 t,* p o0 m n' / e4 t,3,"gtb0463,otb0463,utb0463"
помнит,*помн/ит,* p o0 m n' / i4 t,* p o0 m n' / i4 c,2,"ktb2015,atb2015"
помнит,*помн/ит,* p o0 m n' / i4 t,* p o0 m n' / i4 t,6,"ctb0463,ctb2015,ktb0463,stb0463,atb0463,mtb0463"
помнится,*помн/ит^ся,* p o0 m n' / i4 ^ c a4,* p o0 m n' / i4 ^ c a4,2,"cta1076,kta1076"
помнится,*помн/ит^ся,* p o0 m n' / i4 ^ c a4,* p o0 m n' / i4 ^ c y4,1,ata1076
помнишь,*помн/ишь,* p o0 m n' / i4 sh,* p o0 m n' / e4 sh,1,kta0685
помнишь,*помн/ишь,* p o0 m n' / i4 sh,* p o0 m n' / i4 sh,10,"cta0685,ctb0574,gtb0574,ktb0574,otb0574,stb0574,utb0574,atb0574,ata0685,mtb0574"
помнишь,*помн/ишь,* p o0 m n' / i4 zh,* p o0 m n' / i4 zh,3,"ctb1997,ktb1997,atb1997"
помню,*помн/ю,* - o0 m n' / u4,* o0 m n' / u4,1,utc0108
помню,*помн/ю,* p o0 m n' / u4,* p o0 m m' / u4,1,otb0016
помню,*помн/ю,* p o0 m n' / u4,* p o0 m n' / u4,66,"cta0453,ctb0016,ctb0016,ctb0017,ctb1067,ctb1479,ctb1509,ctb1509,ctb1510,ctc0097,ctc0098,ctc0104,ctc0105,ctc0106,ctc0108,ctc0125,gta0453,gtb0016,gtb0016,gtb0017,ktb1067,ktb1479,ktb1509,ktb1509,ktb1510,kta0453,ktb0016,ktb0016,ktb0017,ktc0097,ktc0098,ktc0104,ktc0105,ktc0106,ktc0108,ktc0125,ota0453,otb0016,otb0017,sta0453,stb0016,stb0016,stb0017,uta0453,utb0016,utb0016,utb0017,utc0097,utc0098,utc0104,utc0105,utc0106,utc0125,ata0453,atb0016,atb0016,atb0017,atb1067,atb1479,atb1509,atb1509,atb1510,mta0453,mtb0016,mtb0016,mtb0017"
помнят,*помн/ят,* p o0 m n' / i4 t,* p o0 m n' / a4,1,gtb0658
помнят,*помн/ят,* p o0 m n' / i4 t,* p o0 m n' / e4 t,4,"ctb0658,ktb0658,utb0658,atb0658"
помнят,*помн/ят,* p o0 m n' / i4 t,* p o0 m n' / i4 c,2,"otb0658,stb0658"
помнят,*помн/ят,* p o0 m n' / i4 t,* p o0 m n' / y4 t,1,mtb0658
помог,~по*мог,~ p a1 * m o0 k,~ p a1 * m o0 k,3,"ctb2007,ktb2007,atb2007"
помогал,~по*мог+а+л,~ p a2 * m a1 g + a0 + l,~ p a2 * m a1 g + a0 + l,1,cta0768
помогал,~по*мог+а+л,~ p a2 * m a1 g + a0 + l,~ p o1 * m a1 g + a0 + l,1,ata0768
помогал,~по*мог+а+л,~ p a2 * m a1 g + a0 + l,~ p y1 * m a1 g + a0 + l,1,kta0768
помогала,~по*мог+а+л/а,~ p a2 * m a1 g + a0 + l / a4,~ p a2 * m a1 g + a0 + l / a4,1,ktb1322
помогала,~по*мог+а+л/а,~ p a2 * m a1 g + a0 + l / a4,~ p y1 * m a1 g + a0 + l / a4,2,"ctb1322,atb1322"
помогали,~по*мог+а+л/и,~ p a2 * m a1 g + a0 + l' / i4,~ p * m a1 g + a0 + l' / e4,1,gta0278
помогали,~по*мог+а+л/и,~ p a2 * m a1 g + a0 + l' / i4,~ p a2 * m a1 g + a0 + l' / i4,4,"ctb1120,ktb1120,sta0278,atb1120"
помогали,~по*мог+а+л/и,~ p a2 * m a1 g + a0 + l' / i4,~ p a2 * m a1 g + a0 + l' / y4,1,mta0278
помогали,~по*мог+а+л/и,~ p a2 * m a1 g + a0 + l' / i4,~ p o1 * m a1 g + a0 + l' / e4,2,"cta0278,kta0278"
помогали,~по*мог+а+л/и,~ p a2 * m a1 g + a0 + l' / i4,~ p u1 * m a1 g + a0 + l' / e4,1,uta0278
помогали,~по*мог+а+л/и,~ p a2 * m a1 g + a0 + l' / i4,~ p y1 * m a1 g + a0 + l' / i4,2,"ota0278,ata0278"
помогать,~по*мог+а/ть,~ p a2 * m a1 g + a0 / d',~ p o1 * m a1 g + a0 / t',1,ata0815
помогать,~по*мог+а/ть,~ p a2 * m a1 g + a0 / d',~ p y1 * m a1 g + a0 / d',1,cta0815
помогать,~по*мог+а/ть,~ p a2 * m a1 g + a0 / t',~ p a2 * m a1 g + a0 / t',3,"kta0811,kta0812,kta0815"
помогать,~по*мог+а/ть,~ p a2 * m a1 g + a0 / t',~ p o1 * m a1 g + a0 / t',3,"ata0811,ata0812,ata0816"
помогать,~по*мог+а/ть,~ p a2 * m a1 g + a0 / t',~ p y1 * m a1 g + a0 / t,1,cta0816
помогать,~по*мог+а/ть,~ p a2 * m a1 g + a0 / t',~ p y1 * m a1 g + a0 / t',3,"cta0811,cta0812,kta0816"
поможешь,~по*мож/ешь,~ p a1 * m o0 zh / y4 sh,~ p a1 * m o0 sh / y4 sh,1,atb2150
поможешь,~по*мож/ешь,~ p a1 * m o0 zh / y4 sh,~ p a1 * m o0 zh / e4 sh,1,ctb1489
поможешь,~по*мож/ешь,~ p a1 * m o0 zh / y4 sh,~ p a1 * m o0 zh / y4 sh,7,"ctb2150,ctc1334,ktb1489,ktb2150,ktc1334,utc1334,atb1489"
помолчав,~по*молч+а+в,~ p a2 * m a1 l ch + a0 + f,~ p a2 * m a1 l ch + a0 + f,6,"cta0244,ota0244,sta0244,sta0348,ata0425,mta0244"
помолчав,~по*молч+а+в,~ p a2 * m a1 l ch + a0 + f,~ p e1 * m a1 l ch + a0 + f,2,"mta0348,mta0425"
помолчав,~по*молч+а+в,~ p a2 * m a1 l ch + a0 + f,~ p o1 * m a1 l ch + a0 + f,7,"cta0348,cta0425,gta0244,gta0348,gta0425,uta0425,ata0244"
помолчав,~по*молч+а+в,~ p a2 * m a1 l ch + a0 + f,~ p u1 * m a1 l ch + a0 + f,3,"kta0244,kta0348,uta0244"
помолчав,~по*молч+а+в,~ p a2 * m a1 l ch + a0 + f,~ p y1 * m a1 l ch + a0 + f,6,"kta0425,ota0348,ota0425,sta0425,uta0348,ata0348"
поморщился,~по*морщ+и+л^ся,~ p a1 * m o0 r sc + i4 + l ^ s' a4,~ p a1 * m o0 r sc + + l ^ s',1,mta0419
поморщился,~по*морщ+и+л^ся,~ p a1 * m o0 r sc + i4 + l ^ s' a4,~ p a1 * m o0 r sc + i4 + l ^ s,1,gta0419
поморщился,~по*морщ+и+л^ся,~ p a1 * m o0 r sc + i4 + l ^ s' a4,~ p a1 * m o0 r sc + i4 + l ^ s a4,1,ata0419
поморщился,~по*морщ+и+л^ся,~ p a1 * m o0 r sc + i4 + l ^ s' a4,~ p a1 * m o0 r sc + i4 + l ^ s' a4,3,"ota0419,sta0419,uta0419"
поморщился,~по*морщ+и+л^ся,~ p a1 * m o0 r sc + i4 + l ^ s' a4,~ p a1 * m o0 r sc + o4 + l ^ s' a4,1,cta0419
поморщился,~по*морщ+и+л^ся,~ p a1 * m o0 r sc + i4 + l ^ s' a4,~ p o1 * m o0 r' sc + i4 + l ^ s' a4,1,kta0419
помотал,~по*мот+а+л,~ p a2 * m a1 t + a0 + l,~ p o1 * m a1 t + a0 + l,1,ctb0929
помотал,~по*мот+а+л,~ p a2 * m a1 t + a0 + l,~ p y1 * m a1 t + a0 + l,2,"ktb0929,atb0929"
помочь,~по*мочь,~ - a1 * m o0 ch,~ a1 * m o0 ch,1,atb1270
помочь,~по*мочь,~ p a1 * m o0 ch,~ p a1 * m o0 ch,45,"cta0097,cta0565,cta0918,ctb0086,ctb0764,ctb0809,ctb0847,ctb1053,ctb1119,ctb1270,ctc0630,gta0097,gtb0086,gtb0764,kta0565,kta0918,ktb0809,ktb0847,ktb1053,ktb1119,ktb1270,kta0097,ktb0086,ktb0764,ktc0630,ota0097,otb0086,otb0764,sta0097,stb0086,stb0764,utb0086,utb0764,ata0097,atb0086,atb0764,ata0565,ata0918,atb0809,atb0847,atb1053,atb1119,mta0097,mtb0086,mtb0764"
помочь,~по*мочь,~ p a1 * m o0 ch,~ p a1 * m o0 sc,2,"uta0097,utc0630"
помощи,~по*мощ/и,~ p o0 * m a4 sc / i4,~ p o0 * m y4 sc / e4,1,gte0303
помощи,~по*мощ/и,~ p o0 * m a4 sc / i4,~ p o0 * m y4 sc / i4,4,"ctb1496,ktb1496,ste0303,atb1496"
помощь,~по*мощь,~ p o0 * m a4 sc,~ p o0 * m a4 sc,3,"ctb0158,gtb0158,ktb0158"
помощь,~по*мощь,~ p o0 * m a4 sc,~ p o0 * m e4 sc,1,stb0158
помощь,~по*мощь,~ p o0 * m a4 sc,~ p o0 * m o4 sc,1,ata0802
помощь,~по*мощь,~ p o0 * m a4 sc,~ p o0 * m y4 sc,6,"cta0802,kta0802,otb0158,utb0158,atb0158,mtb0158"
помощью,~по*мощь/ю,~ p o0 * m a4 sc / j u4,~ p o0 * m e4 sc / j i4,1,ste0041
помощью,~по*мощь/ю,~ p o0 * m a4 sc / j u4,~ p o0 * m o4 sc / j u4,1,gte0041
помощью,~по*мощь/ю,~ p o0 * m a4 sc / j u4,~ p o0 * m o4 sc / u4,2,"gte0060,atb1557"
помощью,~по*мощь/ю,~ p o0 * m a4 sc / j u4,~ p o0 * m y4 sc / i4,1,atb1122
помощью,~по*мощь/ю,~ p o0 * m a4 sc / j u4,~ p o0 * m y4 sc / j u4,2,"ctb1557,ktb1122"
помощью,~по*мощь/ю,~ p o0 * m a4 sc / j u4,~ p o0 * m y4 sc / u4,3,"ctb1122,ktb1557,ste0060"
помчимся,~по*мч/им^ся,~ p a1 * m ch / i0 m ^ s' a4,~ p a1 * m ch / i0 m ^ s' a4,1,ktb1560
помчимся,~по*мч/им^ся,~ p a1 * m ch / i0 m ^ s' a4,~ p a1 * m ch / i0 m ^ s' e4,1,atb1560
помчимся,~по*мч/им^ся,~ p a1 * m ch / i0 m ^ s' a4,~ p a1 * m ch / i0 m ^ s' i4,1,ctb1560
помылся,~по*мы+л^ся,~ p a1 * m y0 + l ^ s' a4,~ p a1 * m y0 + l ^ s a4,1,ata0131
помылся,~по*мы+л^ся,~ p a1 * m y0 + l ^ s' a4,~ p a1 * m y0 + l ^ s y4,1,kta0131
помылся,~по*мы+л^ся,~ p a1 * m y0 + l ^ s' a4,~ p a1 * m y0 + l ^ s' a4,4,"cta0131,ota0131,sta0131,mta0131"
помылся,~по*мы+л^ся,~ p a1 * m y0 + l ^ s' a4,~ p a1 * m y0 + l ^ s' i4,1,uta0131
помылся,~по*мы+л^ся,~ p a1 * m y0 + l ^ s' i4,~ p a1 * m y0 + l ^ s' e4,1,gta0131
понесся,~по*нес^ся,~ p a1 * n' o0 ^ s' a4,~ p a1 * n' o0 ^ s a4,2,"kta0727,ata0727"
понесся,~по*нес^ся,~ p a1 * n' o0 ^ s' a4,~ p a1 * n' o0 ^ s' a4,1,cta0727
пониже,~по*ниж+е,~ p a1 * n' i0 zh + y4,~ p a1 * n' i0 sh + y4,1,ata0219
пониже,~по*ниж+е,~ p a1 * n' i0 zh + y4,~ p a1 * n' i0 zh + e4,1,gta0219
пониже,~по*ниж+е,~ p a1 * n' i0 zh + y4,~ p a1 * n' i0 zh + y4,6,"cta0219,kta0219,ota0219,sta0219,uta0219,mta0219"
понизил,~по*низ+и+л,~ p a1 * n' i0 z' + i4 + l,~ p a1 * n' i0 z' + i4 + l,8,"cta0444,gta0444,kta0444,ota0444,sta0444,uta0444,ata0444,mta0444"
понимает,~по*ним+а/ет,~ p a2 * n' i1 m + a0 / - i4 t,~ p y1 * n' i1 m + a0 / e4 t,1,mtb0501
понимает,~по*ним+а/ет,~ p a2 * n' i1 m + a0 / j i4 t,~ p a2 * n' i1 m + a0 / i4 t,1,otb0501
понимает,~по*ним+а/ет,~ p a2 * n' i1 m + a0 / j i4 t,~ p u1 * n' i1 m + a0 / e4 t,1,ata0803
понимает,~по*ним+а/ет,~ p a2 * n' i1 m + a0 / j i4 t,~ p y1 * n' i1 m + a0 / e4 t,11,"cta0804,gtb0501,kta0803,kta0804,kta0804,ktb0501,stb0501,utb0501,atb0501,ata0804,ata0804"
понимает,~по*ним+а/ет,~ p a2 * n' i1 m + a0 / j i4 t,~ p y1 * n' i1 m + a0 / i4 t,2,"cta0803,cta0804"
понимает,~по*ним+а/ет,~ p a2 * n' i1 m + a0 / j i4 t,~ p y1 * n' i1 m + a0 / j e4 t,1,ctb0501
понимаете,~по*ним+а/ете,~ p a2 * n' i1 m + a0 / j i4 t' i4,~ p o1 * n' i1 m + a0 / e4 t' i4,1,ata0523
понимаете,~по*ним+а/ете,~ p a2 * n' i1 m + a0 / j i4 t' i4,~ p y1 * n' i1 m + a0 / e4 t' e4,1,ktb0250
понимаете,~по*ним+а/ете,~ p a2 * n' i1 m + a0 / j i4 t' i4,~ p y1 * n' i1 m + a0 / e4 t' i4,1,kta0523
понимаете,~по*ним+а/ете,~ p a2 * n' i1 m + a0 / j i4 t' i4,~ p y1 * n' i1 m + a0 / i4 t' e4,1,cta0523
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / - i4 sh,~ p a2 * n' i1 m + a0 / e4 sh,2,"mta0401,mtb0770"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / - i4 sh,~ p e1 * n' e1 m + a0 / e4 sh,3,"gta0347,gta0375,gta0401"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / - i4 sh,~ p e1 * n' i1 m + a0 / e4 sh,4,"gta0463,mta0347,mta0463,mtb0225"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / - i4 sh,~ p y1 * n' i1 m + a0 / e4 sh,1,mtb0725
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p * n' i1 m + a0 / e4 sh,1,stb0725
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p a1 * n' i1 m + a0 / e4 sh,1,cta0463
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p a2 * n' i1 m + a0 / e4 sh,5,"ctb0225,ktb0733,atb2110,mta0375,mtb0733"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p a2 * n' i1 m + a0 / i4 sh,5,"ata0401,ata0463,atb0833,atb1405,atb2106"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p o1 * n' i1 m + a0 / e4 sh,2,"gtb0225,atb0275"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p y1 * n' e1 m + a0 / e4 sh,2,"gtb0275,utb0733"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p y1 * n' i1 m + a0 / e4 e4 sh,1,ktb0833
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p y1 * n' i1 m + a0 / e4 i4 sh,1,atb1250
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p y1 * n' i1 m + a0 / e4 sh,37,"cta0347,cta0401,ctb0275,ctb0733,ctb0770,ctb0833,ctb2106,ctb2110,gtb0725,gtb0733,gtb0770,ktb1250,ktb2106,ktb2110,kta0347,kta0375,kta0401,kta0463,ktb0225,ktb0275,ktb0725,ktb0770,ota0401,ota0463,otb0725,otb0733,otb0770,sta0375,stb0275,stb0770,uta0375,uta0401,uta0463,utb0225,utb0275,utb0725,utb0770"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p y1 * n' i1 m + a0 / i4 sh,12,"ktb1405,ota0347,ota0375,otb0225,otb0275,sta0347,sta0401,sta0463,stb0225,uta0347,ata0347,ata0375"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p y1 * n' i1 m + a0 / j e4 sh,5,"cta0375,ctb0725,ctb1405,ctb1749,atb0733"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p y1 * n' i1 m + a0 / j i4 sh,2,"ctb1250,ktb1749"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p y1 * n' i1 m + a0 / y4 sh,2,"atb0225,atb1749"
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p y1 * n' i1 m + e0 / e4 sh,1,atb0770
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p y1 * n' i1 m + e0 / i4 sh,1,atb0725
понимаешь,~по*ним+а/ешь,~ p a2 * n' i1 m + a0 / j i4 sh,~ p y1 * n' u1 m + a0 / j e4 sh,1,stb0733
понимаешь,~по*ним+а/ешь,~ p a2 * n' n' i1 + m / a0 j i4,~ p a2 * n' i1 m + a0 / e4 sh,1,mtb0275
понимал,~по*ним+а+л,~ i1 p * a2 n' i1 + m + a0,~ p y1 * n' i1 m + a0 +,1,kta1032
понимал,~по*ним+а+л,~ p a2 * n' i1 m + a0 + l,~ p e1 * n' i1 m + a0 + l,1,cta1032
понимал,~по*ним+а+л,~ p a2 * n' i1 m + a0 + l,~ p o1 * n' i1 m + a0 + l,1,ata1050
понимал,~по*ним+а+л,~ p a2 * n' i1 m + a0 + l,~ p y1 * n' e1 m + a0 + l,1,kta1050
понимал,~по*ним+а+л,~ p a2 * n' i1 m + a0 + l,~ p y1 * n' i1 m + a0 + l,15,"cta0017,cta1049,cta1050,ctb1208,gta0017,ktb1208,kta0017,ota0017,sta0017,uta0017,ata0017,ata1032,ata1049,atb1208,mta0017"
понимал,~по*ним+а+л,~ p a2 * n' i1 m + a0 + l,~ p y1 * n' u1 m + a0 + l,1,kta1049
пониманием,~по*ним+ани/ем,~ p a2 * n' i1 m + a0 n' i4 - / i4 m,~ p e1 * n' i1 m + a0 n' e4 / m,1,mta0485
пониманием,~по*ним+ани/ем,~ p a2 * n' i1 m + a0 n' i4 - / i4 m,~ p y1 * n' i1 m + a0 n' e4 / o4 m,1,gta0485
пониманием,~по*ним+ани/ем,~ p a2 * n' i1 m + a0 n' i4 j / i4 m,~ p a2 * n' i1 m + a0 n' i4 / i4 m,1,ata0485
пониманием,~по*ним+ани/ем,~ p a2 * n' i1 m + a0 n' i4 j / i4 m,~ p y1 * n' i1 m + a0 n' i4 / e4 m,4,"cta0485,kta0485,ota0485,uta0485"
пониманием,~по*ним+ани/ем,~ p a2 * n' i1 m + a0 n' i4 j / i4 m,~ p y1 * n' i1 m + a0 n' i4 / i4 m,1,sta0485
понимания,~по*ним+ани/я,~ p a2 * n' i1 m + a0 n' i4 j / a4,~ p a2 * n' i1 m + a0 n' i4 /,1,mta0026
понимания,~по*ним+ани/я,~ p a2 * n' i1 m + a0 n' i4 j / a4,~ p o1 * n' i1 m + a0 n' e4 / e4,1,ata0026
понимания,~по*ним+ани/я,~ p a2 * n' i1 m + a0 n' i4 j / a4,~ p y1 * n' i1 m + a0 n' i4 / a4,2,"cta0026,kta0026"
понимания,~по*ним+ани/я,~ p a2 * n' i1 m + a0 n' i4 j / a4,~ p y1 * n' i1 m + a0 n' i4 / e4,2,"gta0026,uta0026"
понимания,~по*ним+ани/я,~ p a2 * n' i1 m + a0 n' i4 j / i4,~ p y1 * n' i1 m + a0 n' i4 / i4,1,sta0026
понимать,~по*ним+а/ть,~ p a2 * n' i1 m + a0 / t',~ p e1 * n' i1 m + a0 / ch_,1,ktc0248
понимать,~по*ним+а/ть,~ p a2 * n' i1 m + a0 / t',~ p y1 * n' i1 m + a0 / ch,2,"cta0808,utc0248"
понимать,~по*ним+а/ть,~ p a2 * n' i1 m + a0 / t',~ p y1 * n' i1 m + a0 / ch_,1,kta0808
понимать,~по*ним+а/ть,~ p a2 * n' i1 m + a0 / t',~ p y1 * n' i1 m + a0 / t',7,"ctb0845,ctc0248,ctc0640,ktb0845,ktc0640,utc0640,ata0808"
понимать,~по*ним+а/ть,~ p a2 * n' i1 m + a0 / t',~ p y1 * n' i1 m' + a0 / t',1,atb0845
понимаю,~по*ним+а/ю,~ - a2 * n' i1 m + a0 / j u4,~ e1 * n' i1 m + a0 / u4,1,utc0600
понимаю,~по*ним+а/ю,~ p a1 * n' i1 m + a0 / j u4,~ p y1 * n' i1 m + a0 / u4,1,ktc0600
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p a2 * n' i1 m + a0 / j u4,1,mta0056
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p a2 * n' i1 m + a0 / o4,1,mta0470
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p e1 * n' i1 m + a0 / e4,1,gta0470
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p e1 * n' i1 m + a0 / o4,1,ata0061
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p o1 * n' i1 m + a0 / u4,2,"gta0061,atb1545"
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p y1 * n' e1 m + a0 / e4,1,kta1099
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p y1 * n' e1 m + a0 / j o4,1,ctc0600
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p y1 * n' i1 m + a0 /,1,mta0061
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p y1 * n' i1 m + a0 / e4,4,"cta0470,uta0056,uta0470,uta0471"
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p y1 * n' i1 m + a0 / e4 u4,3,"gta0056,gta0471,atb1604"
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p y1 * n' i1 m + a0 / e4 y4,1,ktb1737
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p y1 * n' i1 m + a0 / i4 u4,1,ktb1545
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p y1 * n' i1 m + a0 / j u4,9,"cta0056,cta0061,cta0471,cta1099,ctb1545,ctb1737,kta0061,uta0061,mta0471"
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p y1 * n' i1 m + a0 / o4,3,"sta0056,sta0061,ata0056"
понимаю,~по*ним+а/ю,~ p a2 * n' i1 m + a0 / j u4,~ p y1 * n' i1 m + a0 / u4,15,"ctb1604,ktb1604,kta0056,kta0470,kta0471,ota0056,ota0061,ota0470,ota0471,sta0470,sta0471,ata0470,ata0471,ata1099,atb1737"
понимают,~по*ним+а/ют,~ p a2 * n' i1 m + a0 / j u4 d,~ p a2 * n' i1 m + a0 / o4 d,1,mta0110
понимают,~по*ним+а/ют,~ p a2 * n' i1 m + a0 / j u4 d,~ p y1 * n' e1 m + a0 / e4 d,1,gta0110
понимают,~по*ним+а/ют,~ p a2 * n' i1 m + a0 / j u4 d,~ p y1 * n' i1 m + a0 / e4 d,3,"ota0110,sta0110,uta0110"
понимают,~по*ним+а/ют,~ p a2 * n' i1 m + a0 / j u4 d,~ p y1 * n' i1 m + a0 / o4 d,1,cta0110
понимают,~по*ним+а/ют,~ p a2 * n' i1 m + a0 / j u4 d,~ p y1 * n' i1 m + a0 / u4 d,2,"kta0110,ata0110"
понимают,~по*ним+а/ют,~ p a2 * n' i1 m + a0 / j u4 t,~ p a1 * n' i1 m + a0 / u4 t,1,ctb1908
понимают,~по*ним+а/ют,~ p a2 * n' i1 m + a0 / j u4 t,~ p y1 * n' i1 m + a0 / e4 t,2,"ctc0114,utc0114"
понимают,~по*ним+а/ют,~ p a2 * n' i1 m + a0 / j u4 t,~ p y1 * n' i1 m + a0 / j e4 t,1,gte0048
понимают,~по*ним+а/ют,~ p a2 * n' i1 m + a0 / j u4 t,~ p y1 * n' i1 m + a0 / o4 t,1,ktb1908
понимают,~по*ним+а/ют,~ p a2 * n' i1 m + a0 / j u4 t,~ p y1 * n' i1 m + a0 / u4 t,3,"ktc0114,ste0048,atb1908"
понравились,~по*нрав+и+л/и^сь,~ p a1 * n r a0 v' + i4 + l' / i4 ^ s',~ p a1 * n r a0 v' + i4 + l' / i4 ^ s',3,"ctb2003,ktb2003,atb2003"
понравилось,~по*нрав+и+л/о^сь,~ p a1 * n r a0 v' + i4 + l / a4 ^ s',~ p a1 * n r a0 v' + i4 + l / ^ s',1,atb2119
понравилось,~по*нрав+и+л/о^сь,~ p a1 * n r a0 v' + i4 + l / a4 ^ s',~ p a1 * n r a0 v' + i4 + l / y4 ^ s',2,"ctb2119,ktb2119"
понравился,~по*нрав+и+л^ся,~ p a1 * n r a0 v' + i4 + l ^ s' a4,~ p a1 * n r a0 v' + i4 + l ^ s' a4,2,"ktb1357,atb1357"
понравился,~по*нрав+и+л^ся,~ p a1 * n r a0 v' + i4 + l ^ s' a4,~ p y1 * n r a0 v' + i4 + l ^ s' a4,1,ctb1357
понравится,~по*нрав/ит^ся,~ p a1 * n r a0 v' / i4 c ^ - a4,~ p a1 * n r a0 v' / i4 c ^ a4,3,"ctb1225,ktb1225,atb1225"
понравится,~по*нрав/ит^ся,~ p a1 * n r a0 v' / i4 c ^ - a4,~ p a1 * n r a0 v' / i4 c ^ y4,4,"kta0027,ota0027,uta0027,ata0027"
понравится,~по*нрав/ит^ся,~ p a1 * n r a0 v' / i4 c ^ - a4,~ p o1 * n r a0 v' / e4 c ^ y4,1,sta0027
понравится,~по*нрав/ит^ся,~ p a1 * n r a0 v' / i4 c ^ c a4,~ p a1 * n r a0 v / y4 c ^ y4,1,gta0027
понравится,~по*нрав/ит^ся,~ p a1 * n r a0 v' / i4 c ^ c a4,~ p a1 * n r a0 v' / i4 c ^ c y4,1,mta0027
